Date,ppt (inches),tmean (degrees F)
2015-02-06,0.98,52.0
2015-02-07,1.02,53.5
2015-02-08,0.27,51.3
2015-02-09,0.26,50.2
2015-02-10,0.46,50.3
2015-02-11,0.00,48.1
2015-02-12,0.00,46.2
2015-02-13,0.00,47.2
2015-02-14,0.00,44.0
2015-02-15,0.00,50.4
2015-02-16,0.00,52.2
2015-02-17,0.00,53.0
2015-02-18,0.00,50.2
2015-02-19,0.00,49.3
2015-02-20,0.00,50.6
2015-02-21,0.00,48.9
2015-02-22,0.00,49.5
2015-02-23,0.00,45.2
2015-02-24,0.00,44.7
2015-02-25,0.00,44.7
2015-02-26,0.02,44.7
2015-02-27,0.03,49.7
2015-02-28,0.13,47.7
2015-03-01,0.00,43.7
2015-03-02,0.03,42.3
2015-03-03,0.00,43.6
2015-03-04,0.00,43.0
2015-03-05,0.00,43.0
2015-03-06,0.00,45.6
2015-03-07,0.00,49.8
2015-03-08,0.00,50.7
2015-03-09,0.00,51.3
2015-03-10,0.00,53.0
2015-03-11,0.02,49.7
2015-03-12,0.06,54.2
2015-03-13,0.00,56.7
2015-03-14,0.25,55.7
2015-03-15,1.78,55.1
2015-03-16,0.13,49.7
2015-03-17,0.00,50.1
2015-03-18,0.11,50.0
2015-03-19,0.00,51.5
2015-03-20,0.00,52.8
2015-03-21,0.33,53.3
2015-03-22,0.01,51.7
2015-03-23,0.27,50.4
2015-03-24,0.64,48.5
2015-03-25,0.15,50.1
2015-03-26,0.00,53.6
2015-03-27,0.00,57.9
2015-03-28,0.12,56.2
2015-03-29,0.00,51.9
2015-03-30,0.00,54.0
2015-03-31,0.10,54.1
2015-04-01,0.41,47.3
2015-04-02,0.04,45.7
2015-04-03,0.00,46.4
2015-04-04,0.26,43.5
2015-04-05,0.00,45.7
2015-04-06,0.12,44.2
2015-04-07,0.05,46.9
2015-04-08,0.26,50.8
2015-04-09,0.04,48.7
2015-04-10,0.00,51.2
2015-04-11,0.25,49.7
2015-04-12,0.09,46.9
2015-04-13,0.00,48.6
2015-04-14,0.53,46.1
2015-04-15,0.14,42.9
2015-04-16,0.00,45.7
2015-04-17,0.00,53.7
2015-04-18,0.00,56.9
2015-04-19,0.00,58.4
2015-04-20,0.00,59.3
2015-04-21,0.00,60.6
2015-04-22,0.06,51.4
2015-04-23,0.00,48.5
2015-04-24,0.06,46.6
2015-04-25,0.12,50.0
2015-04-26,0.02,49.5
2015-04-27,0.02,49.6
2015-04-28,0.00,63.4
2015-04-29,0.02,51.5
2015-04-30,0.00,50.7
2015-05-01,0.00,54.6
2015-05-02,0.00,58.6
2015-05-03,0.00,55.9
2015-05-04,0.00,56.8
2015-05-05,0.02,53.6
2015-05-06,0.10,52.8
2015-05-07,0.02,51.4
2015-05-08,0.00,55.5
2015-05-09,0.00,60.8
2015-05-10,0.00,63.8
2015-05-11,0.07,59.9
2015-05-12,0.28,53.3
2015-05-13,0.28,51.4
2015-05-14,0.00,54.8
2015-05-15,0.00,58.4
2015-05-16,0.00,55.8
2015-05-17,0.00,56.4
2015-05-18,0.00,59.5
2015-05-19,0.02,62.5
2015-05-20,0.00,58.5
2015-05-21,0.02,61.9
2015-05-22,0.03,63.7
2015-05-23,0.03,56.8
2015-05-24,0.00,57.6
2015-05-25,0.00,59.1
2015-05-26,0.00,59.6
2015-05-27,0.00,59.6
2015-05-28,0.00,63.1
2015-05-29,0.00,67.7
2015-05-30,0.00,66.3
2015-05-31,0.00,64.2
2015-06-01,0.44,69.0
2015-06-02,0.23,57.7
2015-06-03,0.06,57.6
2015-06-04,0.00,59.1
2015-06-05,0.00,62.4
2015-06-06,0.00,69.4
2015-06-07,0.00,72.9
2015-06-08,0.00,73.7
2015-06-09,0.00,76.5
2015-06-10,0.00,69.2
2015-06-11,0.00,63.9
2015-06-12,0.00,64.9
2015-06-13,0.00,60.7
2015-06-14,0.00,61.3
2015-06-15,0.00,66.4
2015-06-16,0.00,65.7
2015-06-17,0.00,62.7
2015-06-18,0.00,64.8
2015-06-19,0.00,68.0
2015-06-20,0.00,64.9
2015-06-21,0.00,66.1
2015-06-22,0.00,65.7
2015-06-23,0.00,64.0
2015-06-24,0.00,67.2
2015-06-25,0.00,70.8
2015-06-26,0.00,74.0
2015-06-27,0.00,80.2
2015-06-28,0.00,78.9
2015-06-29,0.00,72.7
2015-06-30,0.00,74.3
2015-07-01,0.00,76.1
2015-07-02,0.00,78.3
2015-07-03,0.00,78.8
2015-07-04,0.00,77.9
2015-07-05,0.00,76.7
2015-07-06,0.00,76.0
2015-07-07,0.00,72.9
2015-07-08,0.00,71.4
2015-07-09,0.00,73.6
2015-07-10,0.00,71.3
2015-07-11,0.00,67.9
2015-07-12,0.00,66.4
2015-07-13,0.00,70.9
2015-07-14,0.00,69.9
2015-07-15,0.00,69.4
2015-07-16,0.00,68.8
2015-07-17,0.00,66.0
2015-07-18,0.00,69.3
2015-07-19,0.00,77.8
2015-07-20,0.00,76.2
2015-07-21,0.00,71.9
2015-07-22,0.00,65.6
2015-07-23,0.00,63.4
2015-07-24,0.00,67.0
2015-07-25,0.00,67.6
2015-07-26,0.04,63.3
2015-07-27,0.02,62.3
2015-07-28,0.00,64.2
2015-07-29,0.00,69.4
2015-07-30,0.00,78.8
2015-07-31,0.00,82.3
2015-08-01,0.00,80.7
2015-08-02,0.00,79.0
2015-08-03,0.00,71.7
2015-08-04,0.00,70.2
2015-08-05,0.00,69.0
2015-08-06,0.00,66.2
2015-08-07,0.00,66.1
2015-08-08,0.00,70.0
2015-08-09,0.00,67.3
2015-08-10,0.00,72.1
2015-08-11,0.00,71.7
2015-08-12,0.00,73.8
2015-08-13,0.00,73.2
2015-08-14,0.00,70.3
2015-08-15,0.00,67.7
2015-08-16,0.00,65.3
2015-08-17,0.00,68.1
2015-08-18,0.00,72.1
2015-08-19,0.00,75.8
2015-08-20,0.00,77.9
2015-08-21,0.00,67.8
2015-08-22,0.00,65.2
2015-08-23,0.00,68.3
2015-08-24,0.00,69.7
2015-08-25,0.00,67.0
2015-08-26,0.00,67.1
2015-08-27,0.00,69.3
2015-08-28,0.00,70.6
2015-08-29,0.21,71.7
2015-08-30,0.29,65.9
2015-08-31,0.13,64.2
2015-09-01,0.00,64.7
2015-09-02,0.00,66.9
2015-09-03,0.00,60.5
2015-09-04,0.05,57.2
2015-09-05,0.01,56.0
2015-09-06,0.00,58.5
2015-09-07,0.00,59.4
2015-09-08,0.00,63.5
2015-09-09,0.00,66.8
2015-09-10,0.00,69.4
2015-09-11,0.00,70.7
2015-09-12,0.00,73.6
2015-09-13,0.00,71.6
2015-09-14,0.00,65.1
2015-09-15,0.00,53.1
2015-09-16,0.04,54.8
2015-09-17,0.51,60.9
2015-09-18,0.18,60.0
2015-09-19,0.00,61.6
2015-09-20,0.00,63.9
2015-09-21,0.06,65.5
2015-09-22,0.00,58.9
2015-09-23,0.00,55.8
2015-09-24,0.00,58.3
2015-09-25,0.10,63.4
2015-09-26,0.16,59.8
2015-09-27,0.00,55.5
2015-09-28,0.00,55.5
2015-09-29,0.00,60.9
2015-09-30,0.00,62.2
2015-10-01,0.00,58.2
2015-10-02,0.00,59.7
2015-10-03,0.00,54.3
2015-10-04,0.00,57.2
2015-10-05,0.00,63.7
2015-10-06,0.00,65.0
2015-10-07,0.02,63.1
2015-10-08,0.11,59.7
2015-10-09,0.00,59.5
2015-10-10,0.00,61.3
2015-10-11,0.17,61.5
2015-10-12,0.00,56.7
2015-10-13,0.00,58.7
2015-10-14,0.00,60.7
2015-10-15,0.00,58.1
2015-10-16,0.00,63.3
2015-10-17,0.04,60.1
2015-10-18,0.03,60.3
2015-10-19,0.00,62.2
2015-10-20,0.14,58.1
2015-10-21,0.00,53.4
2015-10-22,0.00,54.0
2015-10-23,0.00,51.7
2015-10-24,0.00,49.8
2015-10-25,0.02,57.1
2015-10-26,0.69,54.7
2015-10-27,0.00,52.7
2015-10-28,0.30,49.0
2015-10-29,0.11,57.6
2015-10-30,0.10,59.1
2015-10-31,0.79,58.8
2015-11-01,1.29,58.6
2015-11-02,0.32,55.4
2015-11-03,0.03,49.1
2015-11-04,0.00,46.4
2015-11-05,0.06,42.9
2015-11-06,0.00,48.7
2015-11-07,0.00,51.7
2015-11-08,0.58,48.9
2015-11-09,0.04,48.1
2015-11-10,0.00,44.1
2015-11-11,0.16,43.7
2015-11-12,0.01,46.7
2015-11-13,0.27,45.1
2015-11-14,0.00,54.6
2015-11-15,0.51,52.1
2015-11-16,0.17,42.2
2015-11-17,0.64,44.5
2015-11-18,0.46,49.1
2015-11-19,0.80,45.1
2015-11-20,0.10,44.2
2015-11-21,0.00,42.7
2015-11-22,0.00,40.6
2015-11-23,0.00,36.6
2015-11-24,0.79,35.5
2015-11-25,0.01,37.4
2015-11-26,0.00,37.1
2015-11-27,0.00,38.3
2015-11-28,0.00,39.2
2015-11-29,0.00,37.6
2015-11-30,0.00,33.0
2015-12-01,0.09,27.8
2015-12-02,0.87,38.4
2015-12-03,0.60,40.5
2015-12-04,1.13,48.9
2015-12-05,0.17,45.2
2015-12-06,0.58,48.9
2015-12-07,1.30,52.7
2015-12-08,1.05,56.6
2015-12-09,0.98,57.2
2015-12-10,0.57,51.3
2015-12-11,0.45,48.3
2015-12-12,0.21,46.6
2015-12-13,1.23,46.7
2015-12-14,0.27,40.8
2015-12-15,0.12,38.2
2015-12-16,0.05,39.3
2015-12-17,0.82,43.0
2015-12-18,1.85,49.3
2015-12-19,0.27,45.9
2015-12-20,0.11,44.4
2015-12-21,0.79,45.2
2015-12-22,0.20,46.7
2015-12-23,0.56,42.4
2015-12-24,0.60,39.3
2015-12-25,0.05,38.2
2015-12-26,0.01,37.4
2015-12-27,0.00,33.5
2015-12-28,0.42,37.0
2015-12-29,0.03,39.8
2015-12-30,0.03,38.0
2015-12-31,0.00,35.0
2016-01-01,0.00,35.0
2016-01-02,0.00,34.8
2016-01-03,0.02,31.2
2016-01-04,0.22,28.6
2016-01-05,0.14,33.5
2016-01-06,0.02,35.8
2016-01-07,0.06,36.7
2016-01-08,0.01,39.2
2016-01-09,0.10,38.1
2016-01-10,0.00,40.3
2016-01-11,0.04,39.4
2016-01-12,0.31,39.7
2016-01-13,1.04,46.6
2016-01-14,0.40,46.6
2016-01-15,0.26,43.0
2016-01-16,0.32,44.8
2016-01-17,0.68,47.4
2016-01-18,0.64,46.2
2016-01-19,0.53,47.6
2016-01-20,0.67,45.6
2016-01-21,0.13,45.0
2016-01-22,0.52,50.1
2016-01-23,0.16,51.9
2016-01-24,0.18,47.4
2016-01-25,0.03,44.5
2016-01-26,0.10,50.1
2016-01-27,0.04,52.9
2016-01-28,0.47,54.7
2016-01-29,0.57,50.7
2016-01-30,0.41,46.1
2016-01-31,0.10,40.3
2016-02-01,0.11,39.5
2016-02-02,0.02,40.4
2016-02-03,0.02,42.4
2016-02-04,0.31,44.0
2016-02-05,0.02,46.5
2016-02-06,0.12,47.3
2016-02-07,0.00,45.2
2016-02-08,0.00,50.0
2016-02-09,0.00,50.6
2016-02-10,0.00,48.7
2016-02-11,0.00,50.9
2016-02-12,0.10,52.8
2016-02-13,0.15,50.2
2016-02-14,0.50,46.7
2016-02-15,0.05,53.0
2016-02-16,0.02,54.3
2016-02-17,0.00,52.6
2016-02-18,0.31,51.0
2016-02-19,0.37,46.9
2016-02-20,0.35,44.8
2016-02-21,0.00,43.0
2016-02-22,0.14,43.8
2016-02-23,0.01,43.3
2016-02-24,0.00,46.3
2016-02-25,0.00,50.6
2016-02-26,0.00,50.2
2016-02-27,0.33,48.8
2016-02-28,0.02,51.7
2016-02-29,0.18,47.6
2016-03-01,0.14,48.0
2016-03-02,0.18,50.5
2016-03-03,0.46,48.9
2016-03-04,0.01,51.3
2016-03-05,0.21,49.3
2016-03-06,0.35,54.7
2016-03-07,0.29,48.4
2016-03-08,0.14,44.5
2016-03-09,0.22,42.8
2016-03-10,0.67,52.1
2016-03-11,0.04,47.9
2016-03-12,0.31,44.9
2016-03-13,0.67,45.1
2016-03-14,0.72,46.2
2016-03-15,0.41,45.3
2016-03-16,0.36,44.5
2016-03-17,0.03,44.4
2016-03-18,0.00,47.9
2016-03-19,0.00,53.3
2016-03-20,0.13,55.0
2016-03-21,0.38,53.2
2016-03-22,0.32,47.6
2016-03-23,0.09,48.5
2016-03-24,0.12,49.0
2016-03-25,0.02,48.6
2016-03-26,0.12,46.4
2016-03-27,0.15,49.5
2016-03-28,0.11,45.8
2016-03-29,0.00,45.6
2016-03-30,0.00,49.5
2016-03-31,0.00,54.8
2016-04-01,0.00,57.5
2016-04-02,0.00,58.7
2016-04-03,0.00,56.3
2016-04-04,0.34,56.7
2016-04-05,0.06,49.6
2016-04-06,0.00,50.3
2016-04-07,0.00,55.8
2016-04-08,0.00,65.8
2016-04-09,0.00,63.8
2016-04-10,0.00,55.9
2016-04-11,0.00,53.7
2016-04-12,0.00,55.4
2016-04-13,0.21,52.4
2016-04-14,0.47,51.9
2016-04-15,0.18,47.9
2016-04-16,0.00,50.0
2016-04-17,0.00,54.3
2016-04-18,0.00,64.2
2016-04-19,0.00,69.0
2016-04-20,0.00,66.6
2016-04-21,0.00,62.6
2016-04-22,0.71,60.3
2016-04-23,0.12,56.1
2016-04-24,0.38,54.4
2016-04-25,0.08,47.9
2016-04-26,0.02,47.5
2016-04-27,0.05,47.3
2016-04-28,0.00,52.0
2016-04-29,0.00,54.2
2016-04-30,0.10,51.1
2016-05-01,0.00,54.3
2016-05-02,0.00,64.0
2016-05-03,0.00,66.7
2016-05-04,0.02,61.3
2016-05-05,0.02,57.0
2016-05-06,0.00,59.1
2016-05-07,0.00,65.4
2016-05-08,0.00,68.5
2016-05-09,0.00,55.0
2016-05-10,0.00,55.0
2016-05-11,0.00,60.6
2016-05-12,0.00,65.1
2016-05-13,0.00,64.1
2016-05-14,0.05,64.6
2016-05-15,0.25,54.1
2016-05-16,0.18,56.2
2016-05-17,0.00,55.2
2016-05-18,0.00,62.1
2016-05-19,0.00,61.3
2016-05-20,0.16,52.4
2016-05-21,0.01,54.6
2016-05-22,0.09,54.9
2016-05-23,0.30,55.8
2016-05-24,0.04,56.4
2016-05-25,0.00,60.1
2016-05-26,0.00,58.6
2016-05-27,0.00,55.4
2016-05-28,0.00,53.4
2016-05-29,0.00,57.8
2016-05-30,0.00,58.4
2016-05-31,0.00,61.6
2016-06-01,0.00,68.5
2016-06-02,0.22,67.3
2016-06-03,0.01,61.3
2016-06-04,0.00,71.2
2016-06-05,0.00,79.4
2016-06-06,0.00,77.3
2016-06-07,0.00,74.7
2016-06-08,0.02,72.7
2016-06-09,0.00,63.6
2016-06-10,0.02,55.1
2016-06-11,0.03,56.5
2016-06-12,0.00,57.5
2016-06-13,0.00,61.6
2016-06-14,0.07,56.4
2016-06-15,0.31,53.7
2016-06-16,0.07,54.4
2016-06-17,0.00,56.8
2016-06-18,0.00,61.0
2016-06-19,0.18,56.0
2016-06-20,0.00,61.2
2016-06-21,0.00,64.2
2016-06-22,0.00,62.8
2016-06-23,0.22,64.1
2016-06-24,0.16,58.5
2016-06-25,0.00,59.3
2016-06-26,0.00,64.5
2016-06-27,0.00,71.6
2016-06-28,0.00,70.1
2016-06-29,0.00,67.7
2016-06-30,0.00,65.6
2016-07-01,0.00,65.7
2016-07-02,0.00,66.6
2016-07-03,0.00,69.8
2016-07-04,0.00,64.7
2016-07-05,0.00,62.0
2016-07-06,0.00,63.4
2016-07-07,0.00,67.0
2016-07-08,0.08,63.5
2016-07-09,0.19,64.9
2016-07-10,0.02,64.1
2016-07-11,0.10,62.0
2016-07-12,0.00,65.3
2016-07-13,0.16,64.3
2016-07-14,0.00,66.7
2016-07-15,0.00,67.1
2016-07-16,0.00,62.7
2016-07-17,0.00,65.2
2016-07-18,0.00,65.9
2016-07-19,0.00,66.8
2016-07-20,0.00,63.9
2016-07-21,0.00,68.1
2016-07-22,0.00,69.2
2016-07-23,0.00,65.4
2016-07-24,0.00,65.4
2016-07-25,0.00,70.7
2016-07-26,0.00,72.0
2016-07-27,0.00,70.5
2016-07-28,0.00,73.2
2016-07-29,0.00,76.8
2016-07-30,0.00,76.6
2016-07-31,0.00,67.2
2016-08-01,0.00,64.3
2016-08-02,0.00,66.2
2016-08-03,0.00,63.8
2016-08-04,0.00,66.6
2016-08-05,0.00,74.5
2016-08-06,0.00,66.7
2016-08-07,0.00,64.2
2016-08-08,0.00,62.4
2016-08-09,0.15,60.5
2016-08-10,0.00,63.5
2016-08-11,0.00,67.6
2016-08-12,0.00,71.9
2016-08-13,0.00,77.3
2016-08-14,0.00,77.0
2016-08-15,0.00,74.0
2016-08-16,0.00,71.9
2016-08-17,0.00,70.9
2016-08-18,0.00,68.7
2016-08-19,0.00,78.5
2016-08-20,0.00,81.4
2016-08-21,0.00,76.7
2016-08-22,0.00,67.7
2016-08-23,0.00,62.4
2016-08-24,0.00,66.3
2016-08-25,0.00,72.6
2016-08-26,0.00,77.7
2016-08-27,0.00,76.9
2016-08-28,0.00,68.5
2016-08-29,0.00,69.4
2016-08-30,0.00,67.9
2016-08-31,0.01,63.9
2016-09-01,0.14,62.1
2016-09-02,0.04,62.2
2016-09-03,0.10,60.1
2016-09-04,0.06,58.3
2016-09-05,0.00,59.5
2016-09-06,0.12,61.8
2016-09-07,0.01,62.8
2016-09-08,0.00,64.1
2016-09-09,0.00,62.8
2016-09-10,0.00,66.3
2016-09-11,0.00,69.1
2016-09-12,0.00,60.5
2016-09-13,0.00,63.4
2016-09-14,0.00,64.0
2016-09-15,0.00,62.3
2016-09-16,0.00,63.1
2016-09-17,0.00,66.1
2016-09-18,0.56,59.2
2016-09-19,0.04,60.2
2016-09-20,0.00,57.4
2016-09-21,0.03,57.8
2016-09-22,0.01,58.1
2016-09-23,0.04,57.9
2016-09-24,0.00,54.8
2016-09-25,0.00,59.0
2016-09-26,0.00,65.1
2016-09-27,0.00,70.5
2016-09-28,0.00,62.3
2016-09-29,0.00,60.2
2016-09-30,0.00,56.6
2016-10-01,0.13,53.6
2016-10-02,0.49,56.9
2016-10-03,0.06,51.3
2016-10-04,0.08,52.3
2016-10-05,0.59,57.5
2016-10-06,0.13,57.1
2016-10-07,0.36,57.3
2016-10-08,0.15,58.0
2016-10-09,0.03,62.9
2016-10-10,0.55,57.8
2016-10-11,0.00,49.9
2016-10-12,0.00,52.3
2016-10-13,0.38,49.8
2016-10-14,1.86,57.3
2016-10-15,0.58,59.5
2016-10-16,0.93,56.6
2016-10-17,1.09,53.4
2016-10-18,0.75,53.6
2016-10-19,0.09,51.4
2016-10-20,0.20,49.1
2016-10-21,0.22,57.9
2016-10-22,0.05,54.4
2016-10-23,0.15,52.7
2016-10-24,0.00,55.8
2016-10-25,0.11,51.9
2016-10-26,0.56,56.9
2016-10-27,0.77,58.0
2016-10-28,0.12,53.2
2016-10-29,0.03,56.5
2016-10-30,0.01,54.2
2016-10-31,0.44,51.2
2016-11-01,0.02,54.8
2016-11-02,0.00,55.0
2016-11-03,0.06,56.5
2016-11-04,0.00,53.7
2016-11-05,0.00,53.7
2016-11-06,0.97,53.7
2016-11-07,0.00,55.9
2016-11-08,0.00,53.1
2016-11-09,0.00,54.8
2016-11-10,0.00,57.8
2016-11-11,0.00,52.1
2016-11-12,0.06,53.8
2016-11-13,0.05,52.3
2016-11-14,0.30,52.5
2016-11-15,0.82,55.9
2016-11-16,0.45,51.0
2016-11-17,0.01,45.5
2016-11-18,0.00,45.3
2016-11-19,0.09,44.1
2016-11-20,0.05,51.4
2016-11-21,0.13,51.9
2016-11-22,0.00,48.6
2016-11-23,0.69,48.8
2016-11-24,0.26,48.1
2016-11-25,2.39,49.5
2016-11-26,0.09,48.7
2016-11-27,0.23,47.8
2016-11-28,0.15,45.0
2016-11-29,0.02,46.0
2016-11-30,0.15,46.1
2016-12-01,0.16,44.3
2016-12-02,0.04,42.2
2016-12-03,0.04,44.0
2016-12-04,0.45,48.0
2016-12-05,0.06,40.7
2016-12-06,0.40,37.0
2016-12-07,0.00,34.0
2016-12-08,0.00,33.5
2016-12-09,0.50,32.4
2016-12-10,0.54,39.2
2016-12-11,0.72,42.5
2016-12-12,0.19,43.5
2016-12-13,0.00,41.2
2016-12-14,0.00,35.6
2016-12-15,0.39,31.1
2016-12-16,0.00,26.0
2016-12-17,0.00,26.5
2016-12-18,0.00,26.3
2016-12-19,0.15,28.7
2016-12-20,0.70,40.9
2016-12-21,0.00,40.1
2016-12-22,0.00,31.4
2016-12-23,0.13,36.2
2016-12-24,0.01,39.0
2016-12-25,0.00,36.1
2016-12-26,0.00,35.5
2016-12-27,0.23,34.3
2016-12-28,0.22,41.3
2016-12-29,0.00,35.5
2016-12-30,0.04,39.9
2016-12-31,0.00,37.7
2017-01-01,0.23,34.3
2017-01-02,0.03,36.9
2017-01-03,0.05,31.0
2017-01-04,0.00,31.8
2017-01-05,0.00,30.2
2017-01-06,0.00,27.0
2017-01-07,0.00,26.8
2017-01-08,0.32,27.7
2017-01-09,0.76,34.8
2017-01-10,0.61,38.3
2017-01-11,0.75,36.3
2017-01-12,0.02,31.3
2017-01-13,0.00,27.5
2017-01-14,0.00,24.5
2017-01-15,0.00,25.5
2017-01-16,0.00,26.4
2017-01-17,0.00,30.0
2017-01-18,1.19,41.0
2017-01-19,0.48,49.6
2017-01-20,0.15,44.8
2017-01-21,0.07,44.1
2017-01-22,0.35,43.3
2017-01-23,0.01,42.6
2017-01-24,0.00,40.9
2017-01-25,0.00,37.6
2017-01-26,0.00,42.4
2017-01-27,0.00,40.8
2017-01-28,0.00,37.7
2017-01-29,0.00,38.6
2017-01-30,0.00,39.1
2017-01-31,0.04,43.1
2017-02-01,0.00,40.0
2017-02-02,0.00,39.0
2017-02-03,0.14,38.5
2017-02-04,1.20,40.2
2017-02-05,1.53,48.4
2017-02-06,1.58,40.7
2017-02-07,0.21,38.7
2017-02-08,0.19,37.5
2017-02-09,1.48,48.3
2017-02-10,0.42,52.6
2017-02-11,0.08,42.7
2017-02-12,0.00,41.5
2017-02-13,0.00,40.5
2017-02-14,0.00,43.8
2017-02-15,0.27,41.5
2017-02-16,1.75,50.9
2017-02-17,0.30,47.3
2017-02-18,0.11,48.3
2017-02-19,0.53,46.4
2017-02-20,0.81,45.3
2017-02-21,0.94,46.8
2017-02-22,0.37,41.0
2017-02-23,0.15,39.7
2017-02-24,0.00,38.9
2017-02-25,0.00,36.9
2017-02-26,0.08,39.1
2017-02-27,0.10,39.4
2017-02-28,0.16,39.2
2017-03-01,0.03,42.7
2017-03-02,0.00,44.0
2017-03-03,0.04,44.0
2017-03-04,0.32,44.4
2017-03-05,0.16,41.2
2017-03-06,0.81,38.9
2017-03-07,0.27,39.4
2017-03-08,0.44,44.9
2017-03-09,0.35,47.1
2017-03-10,0.23,52.9
2017-03-11,0.12,50.9
2017-03-12,0.06,49.8
2017-03-13,0.00,54.5
2017-03-14,0.18,54.5
2017-03-15,1.15,55.6
2017-03-16,0.29,47.5
2017-03-17,0.00,45.2
2017-03-18,0.56,47.3
2017-03-19,0.14,45.8
2017-03-20,0.00,44.8
2017-03-21,0.33,47.3
2017-03-22,0.08,53.8
2017-03-23,0.02,46.0
2017-03-24,0.86,47.1
2017-03-25,0.23,48.9
2017-03-26,0.15,47.9
2017-03-27,0.34,48.2
2017-03-28,0.04,48.7
2017-03-29,0.25,53.0
2017-03-30,0.04,49.4
2017-03-31,0.00,47.1
2017-04-01,0.00,47.8
2017-04-02,0.00,51.0
2017-04-03,0.00,44.8
2017-04-04,0.00,44.1
2017-04-05,0.00,50.1
2017-04-06,0.18,52.3
2017-04-07,0.14,55.0
2017-04-08,0.30,47.8
2017-04-09,0.05,44.4
2017-04-10,0.13,46.6
2017-04-11,0.06,46.4
2017-04-12,0.41,46.1
2017-04-13,0.20,51.6
2017-04-14,0.15,47.1
2017-04-15,0.04,44.7
2017-04-16,0.00,47.2
2017-04-17,0.14,52.6
2017-04-18,0.45,53.5
2017-04-19,0.04,54.3
2017-04-20,0.42,50.9
2017-04-21,0.09,48.3
2017-04-22,0.08,53.2
2017-04-23,0.05,54.3
2017-04-24,0.37,50.6
2017-04-25,0.38,50.6
2017-04-26,0.50,50.5
2017-04-27,0.18,49.0
2017-04-28,0.33,46.5
2017-04-29,0.06,47.6
2017-04-30,0.04,51.1
2017-05-01,0.00,49.8
2017-05-02,0.00,46.7
2017-05-03,0.03,58.7
2017-05-04,0.00,67.8
2017-05-05,0.12,67.7
2017-05-06,0.13,48.6
2017-05-07,0.00,49.8
2017-05-08,0.00,53.0
2017-05-09,0.00,56.3
2017-05-10,0.00,59.2
2017-05-11,0.17,59.1
2017-05-12,0.25,50.3
2017-05-13,0.06,49.2
2017-05-14,0.15,49.4
2017-05-15,0.04,50.9
2017-05-16,0.54,50.1
2017-05-17,0.05,52.0
2017-05-18,0.00,50.2
2017-05-19,0.00,55.3
2017-05-20,0.00,62.0
2017-05-21,0.00,60.1
2017-05-22,0.00,67.3
2017-05-23,0.00,72.8
2017-05-24,0.00,66.0
2017-05-25,0.00,54.7
2017-05-26,0.00,59.8
2017-05-27,0.00,65.9
2017-05-28,0.00,69.4
2017-05-29,0.00,64.9
2017-05-30,0.00,61.8
2017-05-31,0.00,56.0
2017-06-01,0.02,62.2
2017-06-02,0.00,61.7
2017-06-03,0.00,64.1
2017-06-04,0.02,58.6
2017-06-05,0.00,55.7
2017-06-06,0.00,60.6
2017-06-07,0.00,66.0
2017-06-08,0.44,63.3
2017-06-09,0.03,57.4
2017-06-10,0.31,54.3
2017-06-11,0.18,54.6
2017-06-12,0.00,58.5
2017-06-13,0.00,56.2
2017-06-14,0.05,56.3
2017-06-15,0.08,57.6
2017-06-16,0.10,58.9
2017-06-17,0.02,59.1
2017-06-18,0.00,64.2
2017-06-19,0.00,69.7
2017-06-20,0.00,72.6
2017-06-21,0.00,64.9
2017-06-22,0.00,62.0
2017-06-23,0.00,66.9
2017-06-24,0.00,73.4
2017-06-25,0.00,78.2
2017-06-26,0.00,77.1
2017-06-27,0.00,66.2
2017-06-28,0.00,63.5
2017-06-29,0.00,61.7
2017-06-30,0.00,65.7
2017-07-01,0.00,68.7
2017-07-02,0.00,64.2
2017-07-03,0.00,68.0
2017-07-04,0.00,66.4
2017-07-05,0.00,69.2
2017-07-06,0.00,71.2
2017-07-07,0.00,69.3
2017-07-08,0.00,62.5
2017-07-09,0.00,69.9
2017-07-10,0.00,69.1
2017-07-11,0.00,65.9
2017-07-12,0.00,65.4
2017-07-13,0.00,68.1
2017-07-14,0.00,65.0
2017-07-15,0.00,69.0
2017-07-16,0.00,67.3
2017-07-17,0.00,63.5
2017-07-18,0.00,66.4
2017-07-19,0.00,68.0
2017-07-20,0.00,65.9
2017-07-21,0.00,63.6
2017-07-22,0.00,67.3
2017-07-23,0.00,74.4
2017-07-24,0.00,71.5
2017-07-25,0.00,72.1
2017-07-26,0.00,73.3
2017-07-27,0.00,73.3
2017-07-28,0.00,66.7
2017-07-29,0.00,68.3
2017-07-30,0.00,70.0
2017-07-31,0.00,74.0
2017-08-01,0.00,74.9
2017-08-02,0.00,78.9
2017-08-03,0.00,84.3
2017-08-04,0.00,82.1
2017-08-05,0.00,75.1
2017-08-06,0.00,70.2
2017-08-07,0.00,72.5
2017-08-08,0.00,75.5
2017-08-09,0.00,76.1
2017-08-10,0.00,77.2
2017-08-11,0.00,74.7
2017-08-12,0.00,72.9
2017-08-13,0.13,69.0
2017-08-14,0.01,62.9
2017-08-15,0.00,61.4
2017-08-16,0.00,65.7
2017-08-17,0.00,69.7
2017-08-18,0.00,69.5
2017-08-19,0.00,69.8
2017-08-20,0.00,66.8
2017-08-21,0.00,66.7
2017-08-22,0.00,73.2
2017-08-23,0.00,72.2
2017-08-24,0.00,69.7
2017-08-25,0.00,63.6
